Category,Model name,Manufacturer,Serial number,Asset Tag,Location,Company,Status
"2.5"" HDD",500GB HDD,Toshiba,64JXCLZBTYZ2,64JXCLZBTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IWCSV2TYZ2,64IWCSV2TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JXCM00TYZ2,64JXCM00TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWFBJTYZ2,64JFWFBJTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JXCLX7TYZ2,64JXCLX7TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JRT2MJTYZ2,64JRT2MJTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWFB6TYZ2,64JFWFB6TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IWCSVETYZ2,64IWCSVETYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWAERTYZ2,64JEWAERTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWAEWTYZ2,64JEWAEWTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64INCVI2TYZ2,64INCVI2TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWAEDTYZ2,64JEWAEDTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,Z6IZT0YFTSPD,Z6IZT0YFTSPD,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWAEHTYZ2,64JEWAEHTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64INCVITTYZ2,64INCVITTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IFWEG2TYZ2,64IFWEG2TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IFWEG7TYZ2,64IFWEG7TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IXCLHETYZ2,64IXCLHETYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWACATYZ2,64JEWACATYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IFWEG1TYZ2,64IFWEG1TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWFBKTYZ2,64JFWFBKTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64F6S87WSYZ2,64F6S87WSYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF9HTYZ2,64JFWF9HTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF8MTYZ2,64JFWF8MTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF91TYZ2,64JFWF91TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF9MTYZ2,64JFWF9MTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWFBSTYZ2,64JFWFBSTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWFBRTYZ2,64JFWFBRTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWAFKTYZ2,64JEWAFKTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64HUTHOATYZ2,64HUTHOATYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JRT1YHTYZ2,64JRT1YHTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64INCV92TYZ2,64INCV92TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IWCSVATYZ2,64IWCSVATYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IFWEGMTYZ2,64IFWEGMTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64F6S875SYZ2,64F6S875SYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JQTYM5TYZ2,64JQTYM5TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JRT1YLTYZ2,64JRT1YLTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JXCLYLTYZ2,64JXCLYLTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWFBHTYZ2,64JFWFBHTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64HOCSYTTYZ2,64HOCSYTTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF82TYZ2,64JFWF82TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF7VTYZ2,64JFWF7VTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF99TYZ2,64JFWF99TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IXCLHLTYZ2,64IXCLHLTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IWCSUHTYZ2,64IWCSUHTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWF96TYZ2,64JFWF96TYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWAFUTYZ2,64JEWAFUTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IFWEUVTYZ2,64IFWEUVTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64INCVIDTYZ2,64INCVIDTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JXCLYVTYZ2,64JXCLYVTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64IFWEUXTYZ2,64IFWEUXTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JFWFBMTYZ2,64JFWFBMTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JXCLZXTYZ2,64JXCLZXTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JEWAFJTYZ2,64JEWAFJTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JXCLXNTYZ2,64JXCLXNTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Toshiba,64JXCLXQTYZ2,64JXCLXQTYZ2,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",250GB HDD,Western Digital,WXV1E26CY671,WXV1E26CY671,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",250GB HDD,Western Digital,WX71E364M7X4,WX71E364M7X4,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",250GB HDD,Western Digital,WX31E3601V9N,WX31E3601V9N,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",250GB HDD,Western Digital,WX21A367HS4N,WX21A367HS4N,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",250GB HDD,Western Digital,WX71E3611DNP,WX71E3611DNP,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",250GB HDD,Western Digital,WX31E36912SC,WX31E36912SC,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",250GB HDD,Western Digital,WXE0E99YJ389,WXE0E99YJ389,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",80GB HDD,Western Digital,WD-WXH308354161,WD-WXH308354161,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",80GB HDD,Western Digital,WD-WXC508137252,WD-WXC508137252,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",80GB HDD,Western Digital,WD-WXH308022457,WD-WXH308022457,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",80GB HDD,Western Digital,WD-WXH308069914,WD-WXH308069914,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",80GB HDD,Western Digital,WD-WXC608042372,WD-WXC608042372,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",80GB HDD,Western Digital,WD-WXE608ET7447,WD-WXE608ET7447,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WD-WXE208HNK218,WD-WXE208HNK218,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXA0AB983386,WXA0AB983386,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WX20AA991311,WX20AA991311,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXQ0A99K9750,WXQ0A99K9750,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXB0A89F0278,WXB0A89F0278,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WX11A20L2007,WX11A20L2007,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WX30AA9D1571,WX30AA9D1571,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXB1A50R1567,WXB1A50R1567,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXN0A99U1076,WXN0A99U1076,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXK1A20P3341,WXK1A20P3341,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WX61A2034177,WX61A2034177,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WX51AC3X7448,WX51AC3X7448,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXE0AA9M1529,WXE0AA9M1529,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXN0A99U1303,WXN0A99U1303,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXK0A9946959,WXK0A9946959,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WX71A10X8467,WX71A10X8467,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXE309KS5264,WXE309KS5264,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Western Digital,WXCX08150605,WXCX08150605,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",320GB HDD,Western Digital,WX51AC3X6963,WX51AC3X6963,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",320GB HDD,Western Digital,WX51AC3X0764,WX51AC3X0764,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",320GB HDD,Western Digital,WX51AC3X2849,WX51AC3X2849,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",320GB HDD,Western Digital,WX51AC3X3472,WX51AC3X3472,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",320GB HDD,Western Digital,WX91A1487947,WX91A1487947,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",320GB HDD,Western Digital,WXEY08VL4661,WXEY08VL4661,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Seagate,S3PBVNC4,S3PBVNC4,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Seagate,S3PXKSTV,S3PXKSTV,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Seagate,S3PXKSXA,S3PXKSXA,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Seagate,S3PXMV1Q,S3PXMV1Q,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Seagate,S3PXMT3M,S3PXMT3M,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Seagate,S3PBVNC4.,S3PBVNC4.,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",500GB HDD,Seagate,11S0C55562ZVJ82TW8W7DB,11S0C55562ZVJ82TW8W7DB,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Hitachi,091001FBC203BNH01YPA,091001FBC203BNH01YPA,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Hitachi,090219FC4203NPGL1ELC,090219FC4203NPGL1ELC,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Hitachi,090514FC4200NCGUHA8G,090514FC4200NCGUHA8G,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Hitachi,090721FC4200NCHDA9LG,090721FC4200NCHDA9LG,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Hitachi,QCK3N6WM,QCK3N6WM,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Hitachi,090706FC4200NCH8HAZH,090706FC4200NCH8HAZH,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",160GB HDD,Hitachi,100619PCKB04VNGY642J,100619PCKB04VNGY642J,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",120GB HDD,Seagate,5VB04119,5VB04119,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",120GB HDD,Seagate,5VG0SZ4K,5VG0SZ4K,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",120GB HDD,Seagate,5VG1S42S,5VG1S42S,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",120GB HDD,Seagate,5VG1S42S.,5VG1S42S.,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",120GB HDD,Seagate,5TG17AAD,5TG17AAD,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",120GB HDD,Hitachi,IJ8280C73YWQA,IJ8280C73YWQA,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",120GB HDD,Hitachi,WBCDRTKC,WBCDRTKC,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",640GB HDD,Toshiba,118CS6TNSID6,118CS6TNSID6,CC - Bay 2,Penta Career Center,Ready to Deploy
"2.5"" HDD",60GB HDD,Toshiba,87BETH6YT,87BETH6YT,CC - Bay 2,Penta Career Center,Ready to Deploy
